88.1,KTLU
89.1,KUAZ
89.7,K209AF(KUAT)
90.5,KUAT
91.3,KXCI
92.1,KCMT
92.5,K223CI(KLPX-HD3)
92.9,KMIY
93.7,KRQQ
94.3,K232FD(KTKT-AM)
94.9,KMXZ
96.1,KLPX
97.5,KSZR
99.5,KIIM
101.7,K269FV(KDRI-AM)
102.1,KFMA
104.1,KFLT
104.9,K285DL(KFFN-AM)
105.3,KZLZ
106.3,KTGV
107.5,K300CV(KNOG)
